return_id,transaction_id,merchant_id,customer_id,return_requested_timestamp,return_reason,days_after_delivery,item_condition,return_approved,refund_issued,refund_delay_days,return_outcome
RET0000247,TXN0002107,M000174,C000004,2025-01-17 14:56:01,size_issue,8,damaged,0,0,,rejected
RET0000248,TXN0002115,M000269,C000058,2025-01-22 16:00:33,changed_mind,13,missing_tags,0,0,,rejected
RET0000249,TXN0002120,M000007,C000121,2025-01-13 16:16:04,wrong_item,4,missing_tags,0,0,,rejected
RET0000250,TXN0002122,M000015,C000058,2025-01-15 16:40:14,size_issue,6,missing_tags,0,0,,rejected
RET0000251,TXN0002136,M000002,C000119,2025-01-12 17:55:16,quality_issue,3,opened,1,1,5.0,full_refund
RET0000252,TXN0002137,M000168,C000045,2025-01-14 17:56:42,size_issue,5,unopened,1,1,2.0,full_refund
RET0000253,TXN0002139,M000002,C000052,2025-01-12 18:01:28,size_issue,3,damaged,0,0,,rejected
RET0000254,TXN0002142,M000019,C000024,2025-01-18 18:07:35,changed_mind,9,opened,1,1,2.0,full_refund
RET0000255,TXN0002146,M000310,C000037,2025-01-11 18:13:46,quality_issue,2,missing_tags,0,0,,rejected
RET0000256,TXN0002155,M000237,C000041,2025-01-18 18:56:43,size_issue,9,opened,1,1,5.0,full_refund
RET0000257,TXN0002157,M000134,C000059,2025-01-17 19:06:42,other,8,opened,1,1,4.0,full_refund
RET0000258,TXN0002168,M000217,C000019,2025-01-10 19:53:43,other,1,damaged,0,0,,rejected
RET0000259,TXN0002176,M000168,C000053,2025-01-14 20:37:30,wrong_item,5,missing_tags,0,0,,rejected
RET0000260,TXN0002179,M000311,C000007,2025-01-13 21:19:02,damaged_item,4,missing_tags,0,0,,rejected
RET0000261,TXN0002183,M000062,C000026,2025-01-15 21:57:09,changed_mind,6,missing_tags,0,0,,rejected
RET0000262,TXN0002188,M000007,C000066,2025-01-16 22:47:29,size_issue,7,opened,0,0,,rejected
RET0000263,TXN0002215,M000154,C000020,2025-01-11 07:07:09,changed_mind,1,unopened,1,1,2.0,full_refund
RET0000264,TXN0002221,M000007,C000001,2025-01-18 07:19:35,late_delivery,8,damaged,0,0,,rejected
RET0000265,TXN0002231,M000106,C000026,2025-01-15 08:10:54,damaged_item,5,opened,1,1,1.0,full_refund
RET0000266,TXN0002241,M000376,C000038,2025-01-18 08:51:19,quality_issue,8,missing_tags,0,0,,rejected
RET0000267,TXN0002245,M000032,C000022,2025-01-22 08:57:36,damaged_item,12,opened,1,1,4.0,full_refund
RET0000268,TXN0002264,M000040,C000027,2025-01-23 10:05:08,changed_mind,13,opened,0,0,,rejected
RET0000269,TXN0002273,M000369,C000073,2025-01-19 10:29:07,size_issue,9,missing_tags,0,0,,rejected
RET0000270,TXN0002282,M000016,C000006,2025-01-17 11:04:18,size_issue,7,opened,1,1,1.0,full_refund
RET0000271,TXN0002283,M000002,C000041,2025-01-17 11:05:18,size_issue,7,missing_tags,0,0,,rejected
RET0000272,TXN0002284,M000387,C000005,2025-01-11 11:06:56,wrong_item,1,opened,1,1,1.0,full_refund
RET0000273,TXN0002288,M000086,C000037,2025-01-13 11:10:57,size_issue,3,unopened,1,1,2.0,full_refund
RET0000274,TXN0002292,M000150,C000012,2025-01-19 11:20:01,size_issue,9,unopened,1,1,3.0,full_refund
RET0000275,TXN0002297,M000159,C000004,2025-01-21 11:35:59,quality_issue,11,opened,1,1,1.0,full_refund
RET0000276,TXN0002319,M000217,C000030,2025-01-11 13:04:43,size_issue,1,damaged,0,0,,rejected
RET0000277,TXN0002359,M000247,C000012,2025-01-15 16:39:29,wrong_item,5,opened,0,0,,rejected
RET0000278,TXN0002362,M000002,C000020,2025-01-18 16:52:33,changed_mind,8,opened,1,1,3.0,full_refund
RET0000279,TXN0002382,M000196,C000033,2025-01-18 17:38:10,size_issue,8,missing_tags,0,0,,rejected
RET0000280,TXN0002391,M000168,C000061,2025-01-12 19:00:11,size_issue,2,unopened,1,1,5.0,full_refund
RET0000281,TXN0002403,M000349,C000030,2025-01-11 19:43:00,size_issue,1,unopened,1,1,2.0,full_refund
RET0000282,TXN0002407,M000240,C000027,2025-01-12 19:55:16,damaged_item,2,opened,0,0,,rejected
RET0000283,TXN0002411,M000107,C000008,2025-01-15 20:20:27,other,5,missing_tags,0,0,,rejected
RET0000284,TXN0002413,M000086,C000002,2025-01-16 20:22:33,size_issue,6,unopened,1,1,6.0,full_refund
RET0000285,TXN0002429,M000103,C000052,2025-01-13 21:43:36,changed_mind,3,damaged,0,0,,rejected
RET0000286,TXN0002433,M000345,C000024,2025-01-15 22:15:45,size_issue,5,damaged,0,0,,rejected
RET0000287,TXN0002461,M000252,C000101,2025-01-21 06:22:45,wrong_item,10,damaged,0,0,,rejected
RET0000288,TXN0002465,M000341,C000055,2025-01-24 07:08:22,not_as_described,13,opened,1,1,1.0,full_refund
RET0000289,TXN0002466,M000079,C000030,2025-01-22 07:09:28,other,11,unopened,0,0,,rejected
RET0000290,TXN0002473,M000001,C000118,2025-01-22 07:33:28,quality_issue,11,opened,1,1,4.0,full_refund
RET0000291,TXN0002479,M000392,C000041,2025-01-22 08:16:07,not_as_described,11,missing_tags,0,0,,rejected
RET0000292,TXN0002482,M000002,C000042,2025-01-12 08:30:03,changed_mind,1,damaged,0,0,,rejected
RET0000293,TXN0002484,M000086,C000047,2025-01-15 08:38:03,late_delivery,4,unopened,1,1,6.0,full_refund
RET0000294,TXN0002501,M000190,C000006,2025-01-18 09:36:26,late_delivery,7,missing_tags,0,0,,rejected
RET0000295,TXN0002512,M000109,C000032,2025-01-22 10:04:51,wrong_item,11,missing_tags,0,0,,rejected
RET0000296,TXN0002527,M000255,C000047,2025-01-22 10:41:27,size_issue,11,unopened,1,1,6.0,full_refund
RET0000297,TXN0002528,M000112,C000043,2025-01-12 10:47:19,wrong_item,1,missing_tags,0,0,,rejected
RET0000298,TXN0002536,M000156,C000039,2025-01-13 11:15:16,size_issue,2,unopened,1,1,2.0,full_refund
RET0000299,TXN0002555,M000319,C000074,2025-01-12 12:05:46,size_issue,1,unopened,1,1,4.0,full_refund
RET0000300,TXN0002567,M000061,C000012,2025-01-24 12:40:08,size_issue,13,missing_tags,0,0,,rejected
RET0000301,TXN0002578,M000168,C000004,2025-01-17 13:21:38,late_delivery,6,missing_tags,0,0,,rejected
RET0000302,TXN0002579,M000342,C000003,2025-01-15 13:21:41,quality_issue,4,damaged,0,0,,rejected
RET0000303,TXN0002581,M000376,C000016,2025-01-21 13:27:07,changed_mind,10,missing_tags,0,0,,rejected
RET0000304,TXN0002583,M000217,C000010,2025-01-20 13:29:10,size_issue,9,unopened,1,1,6.0,full_refund
RET0000305,TXN0002598,M000345,C000036,2025-01-23 14:57:35,other,12,unopened,1,1,4.0,full_refund
RET0000306,TXN0002607,M000237,C000056,2025-01-17 15:48:14,size_issue,6,unopened,1,1,4.0,full_refund
RET0000307,TXN0002611,M000270,C000026,2025-01-23 15:59:55,size_issue,12,unopened,1,1,2.0,full_refund
RET0000308,TXN0002617,M000190,C000030,2025-01-16 16:18:15,size_issue,5,opened,1,1,6.0,full_refund
RET0000309,TXN0002620,M000216,C000017,2025-01-15 16:29:38,wrong_item,4,damaged,0,0,,rejected
RET0000310,TXN0002625,M000361,C000042,2025-01-15 16:48:10,changed_mind,4,damaged,0,0,,rejected
RET0000311,TXN0002630,M000237,C000040,2025-01-17 17:01:00,size_issue,6,opened,1,1,2.0,full_refund
RET0000312,TXN0002640,M000072,C000023,2025-01-21 17:24:52,late_delivery,10,missing_tags,0,0,,rejected
RET0000313,TXN0002646,M000388,C000085,2025-01-14 17:46:37,changed_mind,3,damaged,0,0,,rejected
RET0000314,TXN0002651,M000310,C000077,2025-01-21 18:11:00,quality_issue,10,unopened,1,1,3.0,full_refund
RET0000315,TXN0002656,M000342,C000049,2025-01-23 18:35:23,damaged_item,12,opened,1,1,2.0,full_refund
RET0000316,TXN0002658,M000002,C000013,2025-01-14 18:39:18,size_issue,3,damaged,0,0,,rejected
RET0000317,TXN0002663,M000287,C000001,2025-01-19 19:03:00,changed_mind,8,missing_tags,0,0,,rejected
RET0000318,TXN0002664,M000228,C000016,2025-01-17 19:03:37,size_issue,6,damaged,0,0,,rejected
RET0000319,TXN0002667,M000154,C000025,2025-01-22 19:20:22,quality_issue,11,opened,1,1,3.0,full_refund
RET0000320,TXN0002673,M000217,C000043,2025-01-20 19:50:16,size_issue,9,damaged,0,0,,rejected
RET0000321,TXN0002674,M000376,C000044,2025-01-18 19:53:08,size_issue,7,damaged,0,0,,rejected
RET0000322,TXN0002676,M000371,C000002,2025-01-14 20:02:25,quality_issue,3,damaged,0,0,,rejected
RET0000323,TXN0002687,M000118,C000011,2025-01-19 21:21:54,wrong_item,8,opened,1,1,1.0,full_refund
RET0000324,TXN0002689,M000047,C000058,2025-01-24 21:32:09,other,13,unopened,1,1,2.0,full_refund
RET0000325,TXN0002699,M000150,C000006,2025-01-24 22:49:27,size_issue,13,missing_tags,0,0,,rejected
RET0000326,TXN0002701,M000109,C000042,2025-01-15 22:52:17,size_issue,4,opened,0,0,,rejected
RET0000327,TXN0002709,M000086,C000025,2025-01-18 23:38:47,changed_mind,7,unopened,1,1,2.0,full_refund
RET0000328,TXN0002723,M000317,C000017,2025-01-21 01:20:54,changed_mind,9,unopened,1,1,6.0,full_refund
RET0000329,TXN0002734,M000344,C000066,2025-01-21 05:23:05,late_delivery,9,missing_tags,0,0,,rejected
RET0000330,TXN0002775,M000319,C000043,2025-01-25 08:48:08,size_issue,13,damaged,0,0,,rejected
RET0000331,TXN0002778,M000318,C000001,2025-01-21 08:51:11,not_as_described,9,missing_tags,0,0,,rejected
RET0000332,TXN0002783,M000161,C000002,2025-01-24 09:08:22,late_delivery,12,damaged,0,0,,rejected
RET0000333,TXN0002787,M000310,C000049,2025-01-24 09:22:58,size_issue,12,missing_tags,0,0,,rejected
RET0000334,TXN0002791,M000185,C000023,2025-01-16 09:45:56,size_issue,4,unopened,1,1,6.0,full_refund
RET0000335,TXN0002800,M000373,C000001,2025-01-22 10:19:22,damaged_item,10,opened,1,1,5.0,full_refund
RET0000336,TXN0002801,M000324,C000044,2025-01-17 10:22:07,other,5,missing_tags,0,0,,rejected
RET0000337,TXN0002819,M000324,C000036,2025-01-24 11:31:12,size_issue,12,opened,1,1,5.0,full_refund
RET0000338,TXN0002834,M000086,C000053,2025-01-20 12:12:57,size_issue,8,unopened,1,1,5.0,full_refund
RET0000339,TXN0002868,M000289,C000015,2025-01-18 14:48:16,not_as_described,6,unopened,1,1,1.0,full_refund
RET0000340,TXN0002881,M000298,C000003,2025-01-24 15:29:39,size_issue,12,opened,1,1,5.0,full_refund
RET0000341,TXN0002903,M000109,C000005,2025-01-17 17:04:10,quality_issue,5,opened,1,1,1.0,full_refund
RET0000342,TXN0002924,M000324,C000016,2025-01-15 17:51:39,size_issue,3,unopened,1,1,6.0,full_refund
RET0000343,TXN0002931,M000139,C000012,2025-01-14 18:05:55,not_as_described,2,unopened,1,1,5.0,full_refund
RET0000344,TXN0002940,M000144,C000002,2025-01-13 18:19:43,size_issue,1,damaged,0,0,,rejected
RET0000345,TXN0002948,M000298,C000040,2025-01-14 18:42:22,size_issue,2,unopened,1,1,5.0,full_refund
RET0000346,TXN0002954,M000061,C000026,2025-01-13 18:55:34,other,1,damaged,0,0,,rejected
RET0000347,TXN0002958,M000185,C000072,2025-01-22 19:09:21,quality_issue,10,missing_tags,0,0,,rejected
RET0000348,TXN0002959,M000228,C000074,2025-01-17 19:11:39,size_issue,5,missing_tags,0,0,,rejected
RET0000349,TXN0002961,M000363,C000093,2025-01-25 19:12:59,size_issue,13,damaged,0,0,,rejected
RET0000350,TXN0002963,M000317,C000052,2025-01-19 19:22:59,changed_mind,7,damaged,0,0,,rejected
RET0000351,TXN0002967,M000331,C000068,2025-01-13 19:28:45,size_issue,1,unopened,0,0,,rejected
RET0000352,TXN0002969,M000103,C000052,2025-01-13 19:38:45,quality_issue,1,missing_tags,0,0,,rejected
RET0000353,TXN0002975,M000143,C000020,2025-01-16 19:52:30,changed_mind,4,missing_tags,0,0,,rejected
RET0000354,TXN0002992,M000109,C000039,2025-01-18 21:32:32,size_issue,6,missing_tags,0,0,,rejected
RET0000355,TXN0002999,M000283,C000093,2025-01-15 21:51:20,quality_issue,3,unopened,1,1,6.0,full_refund
RET0000356,TXN0003004,M000045,C000002,2025-01-16 22:12:43,changed_mind,4,unopened,0,0,,rejected
RET0000357,TXN0003008,M000032,C000022,2025-01-25 22:37:05,wrong_item,13,unopened,1,1,2.0,full_refund
RET0000358,TXN0003029,M000342,C000044,2025-01-17 03:41:12,late_delivery,4,opened,1,1,4.0,full_refund
RET0000359,TXN0003043,M000320,C000011,2025-01-19 07:36:18,quality_issue,6,unopened,1,1,4.0,full_refund
RET0000360,TXN0003052,M000112,C000083,2025-01-14 08:16:24,wrong_item,1,opened,1,1,4.0,full_refund
RET0000361,TXN0003055,M000195,C000026,2025-01-25 08:24:57,size_issue,12,opened,1,1,2.0,full_refund
RET0000362,TXN0003056,M000086,C000006,2025-01-26 08:26:43,wrong_item,13,damaged,0,0,,rejected
RET0000363,TXN0003058,M000040,C000027,2025-01-20 08:30:35,late_delivery,7,opened,0,0,,rejected
RET0000364,TXN0003071,M000343,C000049,2025-01-16 09:15:38,changed_mind,3,missing_tags,0,0,,rejected
RET0000365,TXN0003076,M000154,C000025,2025-01-19 09:41:41,wrong_item,6,unopened,1,1,5.0,full_refund
RET0000366,TXN0003083,M000298,C000062,2025-01-26 10:09:20,damaged_item,13,damaged,0,0,,rejected
RET0000367,TXN0003108,M000025,C000027,2025-01-17 12:22:01,late_delivery,4,missing_tags,0,0,,rejected
RET0000368,TXN0003112,M000329,C000038,2025-01-15 12:58:50,damaged_item,2,missing_tags,0,0,,rejected
RET0000369,TXN0003113,M000324,C000061,2025-01-24 13:06:28,size_issue,11,damaged,0,0,,rejected
RET0000370,TXN0003123,M000330,C000049,2025-01-17 14:17:06,wrong_item,4,opened,1,1,4.0,full_refund
RET0000371,TXN0003133,M000395,C000014,2025-01-24 14:47:41,wrong_item,11,missing_tags,0,0,,rejected
RET0000372,TXN0003141,M000376,C000040,2025-01-17 15:43:12,changed_mind,4,unopened,1,1,6.0,full_refund
RET0000373,TXN0003142,M000001,C000012,2025-01-22 15:51:27,late_delivery,9,opened,1,1,3.0,full_refund
RET0000374,TXN0003145,M000168,C000041,2025-01-20 16:23:19,quality_issue,7,missing_tags,0,0,,rejected
RET0000375,TXN0003166,M000181,C000028,2025-01-26 17:57:20,damaged_item,13,damaged,0,0,,rejected
RET0000376,TXN0003172,M000330,C000024,2025-01-24 18:16:50,size_issue,11,unopened,1,1,1.0,full_refund
RET0000377,TXN0003182,M000224,C000033,2025-01-26 19:12:59,wrong_item,13,opened,1,1,5.0,full_refund
RET0000378,TXN0003186,M000255,C000048,2025-01-20 19:36:37,size_issue,7,opened,0,0,,rejected
RET0000379,TXN0003189,M000178,C000063,2025-01-15 19:45:25,wrong_item,2,unopened,1,1,3.0,full_refund
RET0000380,TXN0003191,M000001,C000093,2025-01-18 19:55:23,other,5,missing_tags,0,0,,rejected
RET0000381,TXN0003207,M000109,C000006,2025-01-16 21:17:12,quality_issue,3,opened,1,1,3.0,full_refund
RET0000382,TXN0003209,M000344,C000041,2025-01-15 21:35:08,damaged_item,2,damaged,0,0,,rejected
RET0000383,TXN0003210,M000001,C000020,2025-01-24 21:37:18,damaged_item,11,unopened,1,1,5.0,full_refund
RET0000384,TXN0003211,M000345,C000007,2025-01-22 21:43:08,not_as_described,9,missing_tags,0,0,,rejected
RET0000385,TXN0003239,M000252,C000110,2025-01-18 02:34:28,damaged_item,4,damaged,0,0,,rejected
RET0000386,TXN0003246,M000376,C000020,2025-01-22 04:10:50,damaged_item,8,missing_tags,0,0,,rejected
RET0000387,TXN0003251,M000112,C000058,2025-01-25 05:54:59,quality_issue,11,missing_tags,0,0,,rejected
RET0000388,TXN0003254,M000112,C000053,2025-01-24 06:25:35,changed_mind,10,missing_tags,0,0,,rejected
RET0000389,TXN0003269,M000086,C000037,2025-01-19 07:52:33,size_issue,5,opened,1,1,2.0,full_refund
RET0000390,TXN0003274,M000342,C000012,2025-01-19 08:16:26,quality_issue,5,unopened,1,1,2.0,full_refund
RET0000391,TXN0003294,M000196,C000015,2025-01-21 09:59:22,damaged_item,7,missing_tags,0,0,,rejected
RET0000392,TXN0003299,M000106,C000030,2025-01-22 10:13:57,size_issue,8,damaged,0,0,,rejected
RET0000393,TXN0003309,M000349,C000001,2025-01-17 11:04:05,damaged_item,3,damaged,0,0,,rejected
RET0000394,TXN0003316,M000224,C000013,2025-01-15 11:49:40,damaged_item,1,damaged,0,0,,rejected
RET0000395,TXN0003328,M000007,C000036,2025-01-19 12:35:47,quality_issue,5,unopened,1,1,6.0,full_refund
RET0000396,TXN0003337,M000269,C000062,2025-01-19 13:22:47,damaged_item,5,unopened,1,1,5.0,full_refund
RET0000397,TXN0003359,M000112,C000007,2025-01-22 15:16:09,changed_mind,8,opened,1,1,4.0,full_refund
RET0000398,TXN0003360,M000145,C000011,2025-01-26 15:19:22,size_issue,12,opened,1,1,6.0,full_refund
RET0000399,TXN0003385,M000343,C000037,2025-01-15 17:07:31,quality_issue,1,unopened,1,1,2.0,full_refund
RET0000400,TXN0003387,M000159,C000016,2025-01-25 17:29:33,not_as_described,11,missing_tags,0,0,,rejected
RET0000401,TXN0003388,M000019,C000019,2025-01-27 17:33:23,changed_mind,13,opened,0,0,,rejected
RET0000402,TXN0003392,M000159,C000017,2025-01-21 17:45:40,size_issue,7,missing_tags,0,0,,rejected
RET0000403,TXN0003408,M000047,C000022,2025-01-15 18:33:32,size_issue,1,unopened,1,1,5.0,full_refund
RET0000404,TXN0003411,M000083,C000001,2025-01-19 18:37:30,changed_mind,5,opened,1,1,4.0,full_refund
RET0000405,TXN0003415,M000139,C000067,2025-01-22 19:04:52,quality_issue,8,opened,1,1,1.0,full_refund
RET0000406,TXN0003416,M000269,C000079,2025-01-24 19:05:16,not_as_described,10,damaged,0,0,,rejected
RET0000407,TXN0003423,M000244,C000086,2025-01-25 19:39:38,size_issue,11,opened,0,0,,rejected
RET0000408,TXN0003432,M000143,C000062,2025-01-17 20:30:54,changed_mind,3,damaged,0,0,,rejected
RET0000409,TXN0003443,M000161,C000051,2025-01-16 21:31:56,quality_issue,2,opened,1,1,4.0,full_refund
RET0000410,TXN0003454,M000226,C000018,2025-01-25 22:52:06,quality_issue,11,damaged,0,0,,rejected
RET0000411,TXN0003457,M000007,C000099,2025-01-20 23:34:36,late_delivery,6,damaged,0,0,,rejected
RET0000412,TXN0003481,M000393,C000079,2025-01-25 06:15:26,size_issue,10,damaged,0,0,,rejected
RET0000413,TXN0003483,M000007,C000083,2025-01-25 06:34:44,size_issue,10,damaged,0,0,,rejected
RET0000414,TXN0003506,M000369,C000084,2025-01-16 09:29:04,wrong_item,1,damaged,0,0,,rejected
RET0000415,TXN0003514,M000195,C000014,2025-01-22 10:02:49,size_issue,7,opened,1,1,5.0,full_refund
RET0000416,TXN0003516,M000395,C000046,2025-01-25 10:14:24,changed_mind,10,missing_tags,0,0,,rejected
RET0000417,TXN0003519,M000058,C000006,2025-01-25 10:29:07,size_issue,10,damaged,0,0,,rejected
RET0000418,TXN0003521,M000344,C000041,2025-01-18 10:33:32,other,3,opened,1,1,3.0,full_refund
RET0000419,TXN0003522,M000244,C000033,2025-01-19 10:33:54,wrong_item,4,damaged,0,0,,rejected
RET0000420,TXN0003524,M000344,C000004,2025-01-27 10:42:21,size_issue,12,missing_tags,0,0,,rejected
RET0000421,TXN0003531,M000112,C000066,2025-01-25 11:09:49,quality_issue,10,opened,1,1,6.0,full_refund
RET0000422,TXN0003541,M000086,C000039,2025-01-20 11:45:50,damaged_item,5,opened,1,1,3.0,full_refund
RET0000423,TXN0003556,M000112,C000003,2025-01-16 13:15:43,size_issue,1,missing_tags,0,0,,rejected
RET0000424,TXN0003573,M000065,C000001,2025-01-18 15:05:21,size_issue,3,damaged,0,0,,rejected
RET0000425,TXN0003576,M000143,C000015,2025-01-25 15:10:13,size_issue,10,damaged,0,0,,rejected
RET0000426,TXN0003583,M000343,C000007,2025-01-23 15:40:53,size_issue,8,damaged,0,0,,rejected
RET0000427,TXN0003584,M000156,C000039,2025-01-20 15:47:41,size_issue,5,missing_tags,0,0,,rejected
RET0000428,TXN0003595,M000363,C000085,2025-01-17 16:49:30,other,2,damaged,0,0,,rejected
RET0000429,TXN0003596,M000047,C000058,2025-01-26 16:54:21,changed_mind,11,opened,1,1,4.0,full_refund
RET0000430,TXN0003614,M000131,C000071,2025-01-17 18:05:59,damaged_item,2,missing_tags,0,0,,rejected
RET0000431,TXN0003627,M000131,C000057,2025-01-26 18:53:30,damaged_item,11,missing_tags,0,0,,rejected
RET0000432,TXN0003629,M000317,C000046,2025-01-28 18:54:51,damaged_item,13,opened,1,1,3.0,full_refund
RET0000433,TXN0003631,M000169,C000003,2025-01-20 19:10:06,size_issue,5,missing_tags,0,0,,rejected
RET0000434,TXN0003644,M000152,C000008,2025-01-28 20:20:29,size_issue,13,missing_tags,0,0,,rejected
RET0000435,TXN0003649,M000376,C000045,2025-01-16 20:30:12,size_issue,1,missing_tags,0,0,,rejected
RET0000436,TXN0003659,M000369,C000059,2025-01-28 21:32:37,wrong_item,13,damaged,0,0,,rejected
RET0000437,TXN0003664,M000319,C000042,2025-01-18 22:02:07,changed_mind,3,opened,1,1,5.0,full_refund
RET0000438,TXN0003668,M000196,C000056,2025-01-23 22:46:23,late_delivery,8,opened,1,1,4.0,full_refund
RET0000439,TXN0003696,M000098,C000019,2025-01-21 04:34:07,quality_issue,5,opened,1,1,1.0,full_refund
RET0000440,TXN0003697,M000002,C000032,2025-01-29 04:55:43,changed_mind,13,opened,0,0,,rejected
RET0000441,TXN0003700,M000144,C000018,2025-01-20 05:26:26,changed_mind,4,unopened,1,1,5.0,full_refund
RET0000442,TXN0003702,M000143,C000022,2025-01-26 05:34:33,size_issue,10,opened,0,0,,rejected
RET0000443,TXN0003724,M000007,C000085,2025-01-29 07:59:57,size_issue,13,unopened,1,1,1.0,full_refund
RET0000444,TXN0003728,M000181,C000002,2025-01-28 08:11:53,late_delivery,12,unopened,1,1,4.0,full_refund
RET0000445,TXN0003729,M000142,C000039,2025-01-20 08:14:16,late_delivery,4,opened,1,1,1.0,full_refund
RET0000446,TXN0003733,M000319,C000023,2025-01-21 08:40:01,size_issue,5,unopened,1,1,2.0,full_refund
RET0000447,TXN0003738,M000007,C000069,2025-01-19 09:04:04,quality_issue,3,opened,0,0,,rejected
RET0000448,TXN0003740,M000023,C000018,2025-01-24 09:06:20,wrong_item,8,unopened,1,1,2.0,full_refund
RET0000449,TXN0003744,M000069,C000002,2025-01-28 09:11:14,size_issue,12,damaged,0,0,,rejected
RET0000450,TXN0003748,M000343,C000019,2025-01-25 09:18:22,damaged_item,9,unopened,1,1,2.0,full_refund
RET0000451,TXN0003751,M000252,C000003,2025-01-19 09:29:43,late_delivery,3,damaged,0,0,,rejected
RET0000452,TXN0003753,M000216,C000009,2025-01-26 09:37:38,changed_mind,10,unopened,1,1,4.0,full_refund
RET0000453,TXN0003779,M000007,C000002,2025-01-24 11:40:02,size_issue,8,opened,1,1,6.0,full_refund
RET0000454,TXN0003785,M000002,C000014,2025-01-25 12:28:33,size_issue,9,missing_tags,0,0,,rejected
RET0000455,TXN0003804,M000062,C000037,2025-01-26 14:00:23,wrong_item,10,unopened,1,1,3.0,full_refund
RET0000456,TXN0003813,M000329,C000038,2025-01-29 14:31:27,not_as_described,13,missing_tags,0,0,,rejected
RET0000457,TXN0003816,M000287,C000060,2025-01-22 14:49:58,changed_mind,6,missing_tags,0,0,,rejected
RET0000458,TXN0003823,M000224,C000002,2025-01-27 15:12:25,damaged_item,11,opened,1,1,1.0,full_refund
