dispute_id,transaction_id,merchant_id,customer_id,network,reason_code,reason_description,dispute_created_at,dispute_amount,contest_fee,operational_review_cost,respond_by,days_to_deadline,merchant_action,dispute_outcome,resolution_date
DSP000151,TXN0040578,M000108,CUS0014548,Mastercard,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-10-05,1499,410,238,2025-10-19,14,contested,lost,2025-11-07
DSP000152,TXN0040647,M000108,,Mastercard,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-06-29,549,590,207,2025-07-09,10,contested,lost,2025-08-03
DSP000153,TXN0041267,M000109,,Mastercard,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-11-01,49999,729,158,2025-11-13,12,contested,lost,2025-11-19
DSP000154,TXN0041263,M000109,,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-07-10,49999,603,239,2025-07-29,19,contested,lost,2025-08-02
DSP000155,TXN0041030,M000109,CUS0014580,Mastercard,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-05-13,1499,461,238,2025-05-28,15,contested,lost,2025-06-12
DSP000156,TXN0041464,M000110,CUS0014901,RuPay,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-03-18,399,609,220,2025-04-08,21,contested,won,2025-04-03
DSP000157,TXN0041445,M000110,CUS0014795,Mastercard,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-09-24,799,0,0,2025-10-03,9,accepted,accepted_refunded,
DSP000158,TXN0042093,M000111,CUS0015075,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-10-29,649,0,0,2025-11-15,17,accepted,accepted_refunded,
DSP000159,TXN0041919,M000111,,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-08-11,549,570,281,2025-08-24,13,contested,lost,2025-09-24
DSP000160,TXN0042453,M000112,CUS0015179,Mastercard,SERVICE_NOT_RENDERED,Service Not Rendered,2025-04-14,799,523,168,2025-04-25,11,contested,lost,2025-05-23
DSP000161,TXN0042452,M000112,CUS0015191,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2026-02-01,49999,439,244,2026-02-22,21,contested,lost,2026-03-15
DSP000162,TXN0042543,M000112,CUS0015294,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-05-20,799,575,257,2025-06-06,17,contested,won,2025-06-08
DSP000163,TXN0042896,M000113,,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-04-10,1499,0,0,2025-04-28,18,accepted,accepted_refunded,
DSP000164,TXN0043400,M000113,CUS0015397,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-07-08,24999,630,270,2025-07-25,17,contested,lost,2025-08-04
DSP000165,TXN0043333,M000113,,RuPay,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-07-30,999,696,265,2025-08-14,15,contested,lost,2025-08-15
DSP000166,TXN0043235,M000113,CUS0015318,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-02-24,24999,0,0,2025-03-17,21,accepted,accepted_refunded,
DSP000167,TXN0043692,M000114,CUS0015537,RuPay,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-12-30,645,679,153,2026-01-16,17,contested,won,2026-01-25
DSP000168,TXN0043978,M000115,,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-07-07,8999,701,181,2025-07-17,10,contested,lost,2025-08-04
DSP000169,TXN0044200,M000115,,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-03-03,24999,747,208,2025-03-14,11,contested,won,2025-03-28
DSP000170,TXN0044180,M000115,CUS0015828,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-12-12,3999,477,223,2025-12-28,16,contested,lost,2025-12-26
DSP000171,TXN0044051,M000115,CUS0015819,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-04-02,3999,0,0,2025-04-11,9,accepted,accepted_refunded,
DSP000172,TXN0044754,M000116,CUS0016035,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-10-01,2999,0,0,2025-10-15,14,accepted,accepted_refunded,
DSP000173,TXN0045013,M000116,,Mastercard,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-03-22,499,468,282,2025-03-29,7,contested,lost,2025-04-28
DSP000174,TXN0045016,M000116,CUS0015993,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-11-04,9999,560,255,2025-11-12,8,contested,won,2025-12-04
DSP000175,TXN0044961,M000116,CUS0015959,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-05-13,499,513,164,2025-05-28,15,contested,lost,2025-06-07
DSP000176,TXN0045191,M000117,CUS0016087,RuPay,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-11-24,3049,0,0,2025-12-11,17,accepted,accepted_refunded,
DSP000177,TXN0045452,M000117,CUS0016183,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-08-23,1849,0,0,2025-09-05,13,accepted,accepted_refunded,
DSP000178,TXN0045470,M000117,,Visa,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-06-07,1999,0,0,2025-06-26,19,accepted,accepted_refunded,
DSP000179,TXN0046070,M000118,CUS0016329,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-05-04,5399,402,297,2025-05-16,12,contested,lost,2025-06-08
DSP000180,TXN0045699,M000118,CUS0016376,Mastercard,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-04-22,849,0,0,2025-05-06,14,accepted,accepted_refunded,
DSP000181,TXN0046506,M000119,CUS0016635,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-08-08,999,742,171,2025-08-21,13,contested,lost,2025-09-09
DSP000182,TXN0046637,M000119,,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-11-18,999,0,0,2025-12-04,16,accepted,accepted_refunded,
DSP000183,TXN0046204,M000119,CUS0016534,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-08-26,999,738,296,2025-09-09,14,contested,lost,2025-10-05
DSP000184,TXN0046680,M000120,CUS0016829,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-12-30,1049,539,180,2026-01-11,12,contested,won,2026-01-13
DSP000185,TXN0046930,M000120,CUS0016826,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-11-08,1095,465,218,2025-11-18,10,contested,won,2025-12-15
DSP000186,TXN0047470,M000121,,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-02-01,1299,0,0,2025-02-15,14,accepted,accepted_refunded,
DSP000187,TXN0047703,M000121,,RuPay,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-08-14,999,576,254,2025-08-27,13,contested,lost,2025-09-25
DSP000188,TXN0047777,M000122,,Mastercard,DUPLICATE_TRANSACTION,Duplicate Transaction,2025-05-14,4899,585,191,2025-06-02,19,contested,won,2025-06-06
DSP000189,TXN0047760,M000122,CUS0017098,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-05-17,695,622,170,2025-05-26,9,contested,lost,2025-06-18
DSP000190,TXN0048164,M000122,CUS0017056,Mastercard,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-07-03,1449,523,274,2025-07-17,14,contested,lost,2025-08-13
DSP000191,TXN0048483,M000123,,Visa,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-04-13,429,488,240,2025-04-21,8,contested,lost,2025-05-18
DSP000192,TXN0048298,M000123,CUS0017279,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-04-25,499,475,222,2025-05-02,7,contested,lost,2025-05-23
DSP000193,TXN0048423,M000123,CUS0017301,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-07-31,1495,538,230,2025-08-17,17,contested,lost,2025-08-18
DSP000194,TXN0048831,M000124,,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-04-19,5999,505,294,2025-05-10,21,contested,lost,2025-05-28
DSP000195,TXN0049143,M000124,CUS0017489,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-05-27,2499,449,292,2025-06-05,9,contested,lost,2025-06-24
DSP000196,TXN0049008,M000124,,Mastercard,SERVICE_NOT_RENDERED,Service Not Rendered,2025-02-16,999,549,230,2025-03-08,20,contested,lost,2025-03-30
DSP000197,TXN0048908,M000124,,RuPay,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-10-22,2499,663,219,2025-10-31,9,contested,lost,2025-11-22
DSP000198,TXN0049815,M000125,CUS0017754,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-02-09,799,708,152,2025-02-18,9,contested,won,2025-03-13
DSP000199,TXN0049709,M000125,,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-04-29,9999,0,0,2025-05-17,18,accepted,accepted_refunded,
DSP000200,TXN0049470,M000125,CUS0017766,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-07-25,9999,441,249,2025-08-13,19,contested,won,2025-09-06
DSP000201,TXN0050326,M000126,CUS0017855,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-09-29,189,0,0,2025-10-16,17,accepted,accepted_refunded,
DSP000202,TXN0050506,M000127,CUS0018021,RuPay,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-12-23,999,597,215,2026-01-04,12,contested,won,2026-01-15
DSP000203,TXN0050614,M000127,CUS0018137,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-06-03,1499,712,200,2025-06-12,9,contested,lost,2025-07-05
DSP000204,TXN0051042,M000128,CUS0018203,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-04-03,24999,585,229,2025-04-18,15,contested,lost,2025-04-22
DSP000205,TXN0051098,M000128,CUS0018292,Mastercard,SERVICE_NOT_RENDERED,Service Not Rendered,2026-01-19,4999,744,181,2026-02-02,14,contested,lost,2026-03-03
DSP000206,TXN0051287,M000128,CUS0018312,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-07-11,9999,650,156,2025-07-30,19,contested,lost,2025-08-03
DSP000207,TXN0051573,M000129,CUS0018515,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-10-28,14999,556,191,2025-11-12,15,contested,lost,2025-11-21
DSP000208,TXN0051859,M000129,CUS0018516,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-07-26,2999,723,257,2025-08-10,15,contested,lost,2025-08-22
DSP000209,TXN0051464,M000129,CUS0018403,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-12-11,999,637,255,2025-12-26,15,contested,won,2026-01-19
DSP000210,TXN0052401,M000130,CUS0018631,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-07-17,999,0,0,2025-07-26,9,accepted,accepted_refunded,
DSP000211,TXN0052039,M000130,CUS0018719,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-07-29,2499,414,251,2025-08-18,20,contested,lost,2025-08-31
DSP000212,TXN0052825,M000131,CUS0018874,RuPay,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-05-15,1499,508,159,2025-05-29,14,contested,lost,2025-06-05
DSP000213,TXN0052550,M000131,CUS0018763,Mastercard,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-04-04,1499,569,170,2025-04-18,14,contested,lost,2025-04-23
DSP000214,TXN0052794,M000131,,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-03-28,1499,641,277,2025-04-13,16,contested,won,2025-05-11
DSP000215,TXN0053000,M000131,,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-11-13,9999,0,0,2025-11-20,7,accepted,accepted_refunded,
DSP000216,TXN0053473,M000132,CUS0019007,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-07-17,4999,422,225,2025-07-27,10,contested,won,2025-08-21
DSP000217,TXN0053425,M000132,CUS0019012,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-02-15,4999,0,0,2025-03-08,21,accepted,accepted_refunded,
DSP000218,TXN0053317,M000132,CUS0019105,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-12-04,14999,486,245,2025-12-18,14,contested,won,2025-12-25
DSP000219,TXN0054114,M000133,CUS0019177,Visa,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2026-01-08,649,687,204,2026-01-29,21,contested,lost,2026-02-03
DSP000220,TXN0053777,M000133,CUS0019280,Visa,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2026-01-20,3295,748,248,2026-02-10,21,contested,lost,2026-02-22
DSP000221,TXN0054141,M000134,,Mastercard,SERVICE_NOT_RENDERED,Service Not Rendered,2025-09-20,1499,619,219,2025-10-10,20,contested,lost,2025-10-14
DSP000222,TXN0054496,M000134,CUS0019492,Visa,DUPLICATE_TRANSACTION,Duplicate Transaction,2025-08-18,1499,691,290,2025-09-06,19,contested,lost,2025-09-13
DSP000223,TXN0054255,M000134,,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-10-21,9999,0,0,2025-11-03,13,accepted,accepted_refunded,
DSP000224,TXN0054316,M000134,CUS0019515,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-05-29,1499,0,0,2025-06-10,12,accepted,accepted_refunded,
DSP000225,TXN0054798,M000135,CUS0019695,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-09-05,8999,610,263,2025-09-18,13,contested,lost,2025-09-25
DSP000226,TXN0054780,M000135,,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-10-17,8999,536,229,2025-11-05,19,contested,lost,2025-11-27
DSP000227,TXN0055420,M000136,CUS0019783,Mastercard,SERVICE_NOT_RENDERED,Service Not Rendered,2025-05-02,1499,490,206,2025-05-10,8,contested,won,2025-05-27
DSP000228,TXN0055654,M000136,CUS0019791,Mastercard,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-07-15,1499,738,157,2025-07-28,13,contested,won,2025-08-16
DSP000229,TXN0055443,M000136,CUS0019779,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-11-07,1499,508,156,2025-11-23,16,contested,lost,2025-11-29
DSP000230,TXN0055304,M000136,,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-10-21,24999,409,274,2025-10-31,10,contested,lost,2025-11-17
DSP000231,TXN0056046,M000137,CUS0020062,RuPay,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-10-10,1599,685,157,2025-10-26,16,contested,lost,2025-11-04
DSP000232,TXN0056133,M000137,,Mastercard,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-03-14,4899,651,176,2025-03-25,11,contested,lost,2025-04-02
DSP000233,TXN0056343,M000138,CUS0020159,RuPay,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-06-07,1145,565,197,2025-06-27,20,contested,lost,2025-07-22
DSP000234,TXN0056547,M000138,,Mastercard,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-07-26,329,534,242,2025-08-04,9,contested,won,2025-08-31
DSP000235,TXN0056922,M000139,,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-04-15,2999,610,300,2025-04-22,7,contested,lost,2025-05-05
DSP000236,TXN0057278,M000139,CUS0020445,RuPay,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-08-29,399,0,0,2025-09-06,8,accepted,accepted_refunded,
DSP000237,TXN0057072,M000139,,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-05-23,399,695,238,2025-06-09,17,contested,lost,2025-07-07
DSP000238,TXN0057420,M000140,,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-09-04,1249,0,0,2025-09-19,15,accepted,accepted_refunded,
DSP000239,TXN0057645,M000140,,Visa,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2026-01-20,1549,532,286,2026-02-05,16,contested,won,2026-02-25
DSP000240,TXN0057982,M000141,CUS0020803,Mastercard,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-05-04,999,572,167,2025-05-21,17,contested,lost,2025-06-12
DSP000241,TXN0058037,M000141,,RuPay,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-05-29,999,452,174,2025-06-16,18,contested,lost,2025-06-13
DSP000242,TXN0058155,M000141,CUS0020728,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-11-03,3999,0,0,2025-11-24,21,accepted,accepted_refunded,
DSP000243,TXN0057908,M000141,,Visa,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2025-12-29,999,0,0,2026-01-05,7,accepted,accepted_refunded,
DSP000244,TXN0058744,M000142,,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2026-02-25,14999,538,264,2026-03-18,21,contested,lost,2026-03-18
DSP000245,TXN0058570,M000142,,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-02-25,14999,533,289,2025-03-15,18,contested,won,2025-04-08
DSP000246,TXN0058959,M000142,,Mastercard,SERVICE_NOT_RENDERED,Service Not Rendered,2025-05-28,9999,631,260,2025-06-07,10,contested,lost,2025-06-27
DSP000247,TXN0059028,M000143,,Mastercard,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-09-07,2995,517,172,2025-09-21,14,contested,lost,2025-10-07
DSP000248,TXN0059429,M000143,CUS0021096,Mastercard,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-03-14,1695,0,0,2025-03-22,8,accepted,accepted_refunded,
DSP000249,TXN0059528,M000144,,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2026-02-12,499,605,241,2026-03-05,21,contested,won,2026-03-11
DSP000250,TXN0059887,M000144,CUS0021249,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-09-04,24999,621,171,2025-09-23,19,contested,lost,2025-09-23
DSP000251,TXN0059830,M000144,CUS0021342,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-04-27,2999,0,0,2025-05-15,18,accepted,accepted_refunded,
DSP000252,TXN0060566,M000145,,RuPay,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-05-06,9999,0,0,2025-05-27,21,accepted,accepted_refunded,
DSP000253,TXN0060159,M000145,CUS0021466,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-11-19,1499,534,235,2025-12-08,19,contested,won,2025-12-16
DSP000254,TXN0060714,M000146,,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2026-02-09,1499,661,188,2026-02-18,9,contested,won,2026-03-25
DSP000255,TXN0060623,M000146,,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-12-23,1499,663,288,2026-01-11,19,contested,won,2026-01-07
DSP000256,TXN0061224,M000147,,Mastercard,DUPLICATE_TRANSACTION,Duplicate Transaction,2025-06-22,3999,680,184,2025-06-29,7,contested,won,2025-08-03
DSP000257,TXN0061318,M000147,CUS0021882,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2026-01-07,3999,517,229,2026-01-24,17,contested,lost,2026-02-02
DSP000258,TXN0061624,M000147,,Mastercard,MERCHANDISE_NOT_AS_DESCRIBED,Merchandise Not As Described,2026-01-04,3999,0,0,2026-01-16,12,accepted,accepted_refunded,
DSP000259,TXN0061163,M000147,CUS0022004,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-01-22,14999,0,0,2025-01-30,8,accepted,accepted_refunded,
DSP000260,TXN0061839,M000148,CUS0022078,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-12-29,2499,0,0,2026-01-09,11,accepted,accepted_refunded,
DSP000261,TXN0061784,M000148,,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2026-01-20,2499,0,0,2026-02-03,14,accepted,accepted_refunded,
DSP000262,TXN0061647,M000148,,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-03-04,8999,0,0,2025-03-17,13,accepted,accepted_refunded,
DSP000263,TXN0062621,M000149,,Mastercard,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-09-20,799,590,217,2025-10-03,13,contested,lost,2025-10-19
DSP000264,TXN0062411,M000149,CUS0022222,Mastercard,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-04-14,799,419,275,2025-04-23,9,contested,lost,2025-05-28
DSP000265,TXN0062551,M000149,,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-05-07,2999,498,210,2025-05-19,12,contested,won,2025-05-23
DSP000266,TXN0062285,M000149,CUS0022347,RuPay,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-06-24,799,450,231,2025-07-11,17,contested,won,2025-07-11
DSP000267,TXN0062829,M000150,CUS0022482,Visa,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2026-01-16,1399,594,217,2026-01-23,7,contested,won,2026-02-15
DSP000268,TXN0063015,M000150,CUS0022517,Mastercard,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-05-20,10795,451,234,2025-06-08,19,contested,won,2025-06-08
DSP000269,TXN0063127,M000150,CUS0022412,Mastercard,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-06-21,1199,733,176,2025-07-02,11,contested,won,2025-07-19
DSP000270,TXN0063277,M000151,CUS0022736,RuPay,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-01-24,49999,0,0,2025-02-12,19,accepted,accepted_refunded,
DSP000271,TXN0063584,M000151,,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-04-21,2999,648,207,2025-05-08,17,contested,lost,2025-05-30
DSP000272,TXN0063475,M000151,,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-07-04,49999,0,0,2025-07-23,19,accepted,accepted_refunded,
DSP000273,TXN0063825,M000152,,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-04-11,4999,553,178,2025-04-26,15,contested,lost,2025-05-21
DSP000274,TXN0064167,M000152,CUS0022917,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-10-09,999,567,177,2025-10-24,15,contested,won,2025-11-14
DSP000275,TXN0064051,M000152,,Visa,CREDIT_NOT_PROCESSED,Credit Not Processed,2025-01-23,4999,452,193,2025-02-08,16,contested,won,2025-03-03
DSP000276,TXN0064319,M000153,,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-02-19,2499,706,169,2025-03-05,14,contested,lost,2025-03-06
DSP000277,TXN0064646,M000153,,Visa,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-11-29,2499,603,265,2025-12-06,7,contested,lost,2025-12-27
DSP000278,TXN0064601,M000153,,Visa,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-10-28,3999,0,0,2025-11-15,18,accepted,accepted_refunded,
DSP000279,TXN0064598,M000153,CUS0023003,Visa,SERVICE_NOT_RENDERED,Service Not Rendered,2025-09-03,2499,0,0,2025-09-15,12,accepted,accepted_refunded,
DSP000280,TXN0064924,M000154,CUS0023240,Mastercard,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2026-01-15,2999,471,274,2026-01-25,10,contested,won,2026-01-29
DSP000281,TXN0065332,M000154,,RuPay,CREDIT_NOT_PROCESSED,Credit Not Processed,2026-01-31,14999,515,228,2026-02-07,7,contested,lost,2026-03-02
DSP000282,TXN0065609,M000155,CUS0023518,Visa,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-02-15,799,727,189,2025-03-04,17,contested,lost,2025-03-07
DSP000283,TXN0065401,M000155,,Visa,MERCHANDISE_NOT_RECEIVED,Merchandise Not Received,2025-08-14,899,0,0,2025-09-04,21,accepted,accepted_refunded,
DSP000284,TXN0065763,M000155,,Visa,DUPLICATE_TRANSACTION,Duplicate Transaction,2025-07-28,949,425,180,2025-08-07,10,contested,won,2025-08-26
DSP000285,TXN0066330,M000156,CUS0023625,RuPay,UNAUTHORIZED_TRANSACTION,Unauthorized Transaction,2025-01-29,4999,406,232,2025-02-16,18,contested,lost,2025-02-27
DSP000286,TXN0066086,M000156,CUS0023668,Mastercard,SERVICE_NOT_RENDERED,Service Not Rendered,2025-08-16,399,499,261,2025-08-23,7,contested,won,2025-09-13
DSP000287,TXN0066429,M000156,,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2026-01-02,399,0,0,2026-01-19,17,accepted,accepted_refunded,
DSP000288,TXN0066900,M000157,CUS0023869,Mastercard,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2026-02-14,1499,507,212,2026-02-26,12,contested,lost,2026-03-03
DSP000289,TXN0066985,M000157,CUS0023776,RuPay,RECURRING_BILLING_DISPUTE,Recurring Billing Dispute,2025-12-29,999,507,151,2026-01-06,8,contested,won,2026-01-27
